Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,
Fungal infection,itching, skin_rash, dischromic _patches,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions,,
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,
Fungal infection,itching, skin_rash, dischromic _patches,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
Allergy, shivering, chills, watering_from_eyes,,
Allergy, continuous_sneezing, chills, watering_from_eyes,,
Allergy, continuous_sneezing, shivering, watering_from_eyes,,
Allergy, continuous_sneezing, shivering, chills,,
Allergy, shivering, chills, watering_from_eyes,,
Allergy, continuous_sneezing, chills, watering_from_eyes,,
Allergy, continuous_sneezing, shivering, watering_from_eyes,,
Allergy, continuous_sneezing, shivering, chills,,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain
GERD, stomach_pain, acidity, vomiting, cough, chest_pain
GERD, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, chest_pain
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough
GERD, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough, chest_pain
GERD, stomach_pain, acidity, vomiting, cough, chest_pain
GERD, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,,
AIDS, muscle_wasting, patches_in_throat, high_fever,,
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
AIDS, muscle_wasting, patches_in_throat, high_fever,,
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,
Gastroenteritis, vomiting, dehydration, diarrhoea,,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
Gastroenteritis, vomiting, sunken_eyes, dehydration,,
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,
Gastroenteritis, vomiting, dehydration, diarrhoea,,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, dizziness, lack_of_concentration,
Hypertension , headache, chest_pain, dizziness, loss_of_balance,
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, vomiting, high_fever, sweating, headache, nausea
Malaria, chills, high_fever, sweating, headache, nausea
Malaria, chills, vomiting, sweating, headache, nausea
Malaria, chills, vomiting, high_fever, headache, nausea
Malaria, chills, vomiting, high_fever, sweating, nausea
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache
Chicken pox,itching, fatigue, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, nausea
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
